Scheme name,Company Name,Scheme Id,Company Id,Holding,Pee Net Assets
Ace Regular Income,Asit C Mehta,92,43,POWERGRID INFRASTR INVEST TRUST UNT,2.8
Ace Midcap,Asit C Mehta,102,43,BHARAT HEAVY ELECTRICALS LIMITED,6.2
Ace Midcap,Asit C Mehta,102,43,INDIAN RAILWAY FINANCE CORPORATION LIMITED,6.1
Ace Midcap,Asit C Mehta,102,43,NHPC LIMITED,5.8
Ace Midcap,Asit C Mehta,102,43,REC LIMITED,5.5
Ace Midcap,Asit C Mehta,102,43,EXIDE INDUSTRIES LIMITED,5.5
Ace 15,Asit C Mehta,103,43,ICICI BANK LIMITED,7.2
Ace 15,Asit C Mehta,103,43,HDFC BANK LIMITED,4.8
Ace 15,Asit C Mehta,103,43,INFOSYS LIMITED,4.6
Ace 15,Asit C Mehta,103,43,TATA CONSULTANCY SERVICES LIMITED,4.2
Ace 15,Asit C Mehta,103,43,LARSEN AND TOUBRO LIMITED,4.2
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Cholamandalam Investment & Finance Co. Ltd,5.7
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Interglobe Aviation Ltd,5.3
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Bharti Airtel Ltd,5.2
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Reliance Industries Ltd,5.2
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Bajaj Finserv Ltd,4.9
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,APL Apollo Tubes Ltd,4.9
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Torrent Pharmaceuticals Ltd,4.8
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Patanjali Foods Ltd,4.7
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Bajaj Finance Ltd,4.6
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Astral Poly Technik Ltd,4.4
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Tata Consultancy Services Ltd,4.4
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Dr Reddys Laboratories Ltd,3.9
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,P I Industries Ltd,3.8
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,AU Small Finance Bank Ltd,3.4
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Polycab India Ltd,3.3
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Sona BLW Precision Forgings Ltd,3.2
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,IndusInd Bank Ltd,3
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Adani Ports & Special Economic Zone Ltd,3
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Titan Company Ltd,2.8
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Divis Laboratories Ltd,2.8
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,TVS Motor Company Ltd,2.8
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Bharti Airtel Ltd PP,2.5
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,KEI Industries Ltd,2.3
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Sun Pharmaceutical Industries Ltd,2.2
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,JSW Infrastructure Ltd,2.1
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Avenue Supermarts Ltd,1.5
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Asian Paints Ltd,1.4
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Metropolis Healthcare Ltd,1.1
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,Varun Beverages Ltd,0.1
India Select Portfolio (ISP),ASK,52,20,APL Apollo Tubes Ltd,4.9
India Select Portfolio (ISP),ASK,52,20,State Bank of India,4.7
India Select Portfolio (ISP),ASK,52,20,Bharat Electronics Ltd,4.4
India Select Portfolio (ISP),ASK,52,20,Varun Beverages Ltd,4.4
India Select Portfolio (ISP),ASK,52,20,Solar Industries India Ltd,4.4
India Select Portfolio (ISP),ASK,52,20,Patanjali Foods Ltd,4.4
India Select Portfolio (ISP),ASK,52,20,Larsen & Toubro Ltd,4.3
India Select Portfolio (ISP),ASK,52,20,Indian Oil Corporation Ltd,4.3
India Select Portfolio (ISP),ASK,52,20,Bajaj Finance Ltd,4.2
India Select Portfolio (ISP),ASK,52,20,ICICI Bank Ltd,4.1
India Select Portfolio (ISP),ASK,52,20,KEI Industries Ltd,3.9
India Select Portfolio (ISP),ASK,52,20,Hindustan Aeronautics Ltd,3.8
India Select Portfolio (ISP),ASK,52,20,Indusind Bank Ltd,3.5
India Select Portfolio (ISP),ASK,52,20,Bharat Heavy Electricals Ltd,3.3
India Select Portfolio (ISP),ASK,52,20,REC Ltd,3.1
India Select Portfolio (ISP),ASK,52,20,P I Industries Ltd,3.1
India Select Portfolio (ISP),ASK,52,20,HDFC Bank Ltd,3
India Select Portfolio (ISP),ASK,52,20,Polycab India Ltd,2.9
India Select Portfolio (ISP),ASK,52,20,Ambuja Cements Ltd,2.9
India Select Portfolio (ISP),ASK,52,20,JSW Infrastructure Ltd,2.8
India Select Portfolio (ISP),ASK,52,20,Sona BLW Precision Forgings Ltd,2.8
India Select Portfolio (ISP),ASK,52,20,Titan Company Ltd,2.8
India Select Portfolio (ISP),ASK,52,20,Ramkrishna Forgings Ltd,2.7
India Select Portfolio (ISP),ASK,52,20,Ratnamani Metals & Tubes Ltd,2.7
India Select Portfolio (ISP),ASK,52,20,Narayana Hrudayalaya Ltd,2.6
India Select Portfolio (ISP),ASK,52,20,Navin Fluorine International Ltd,2.6
India Select Portfolio (ISP),ASK,52,20,Bharti Airtel Ltd PP,2.4
India Select Portfolio (ISP),ASK,52,20,Syrma SGS Technology Ltd,2
India Select Portfolio (ISP),ASK,52,20,Bharti Airtel Ltd,1.7
Growth Portfolio,ASK,53,20,APL Apollo Tubes Ltd,4.9
Growth Portfolio,ASK,53,20,Patanjali Foods Ltd,4.7
Growth Portfolio,ASK,53,20,State Bank of India,4.6
Growth Portfolio,ASK,53,20,Solar Industries India Ltd,4.4
Growth Portfolio,ASK,53,20,Varun Beverages Ltd,4.4
Growth Portfolio,ASK,53,20,Larsen & Toubro Ltd,4.4
Growth Portfolio,ASK,53,20,Indian Oil Corporation Ltd,4.3
Growth Portfolio,ASK,53,20,Bharat Electronics Ltd,4.3
Growth Portfolio,ASK,53,20,Bajaj Finance Ltd,4.2
Growth Portfolio,ASK,53,20,ICICI Bank Ltd,4.1
Growth Portfolio,ASK,53,20,KEI Industries Ltd,3.8
Growth Portfolio,ASK,53,20,Hindustan Aeronautics Ltd,3.8
Growth Portfolio,ASK,53,20,Indusind Bank Ltd,3.5
Growth Portfolio,ASK,53,20,Bharat Heavy Electricals Ltd,3.3
Growth Portfolio,ASK,53,20,REC Ltd,3.2
Growth Portfolio,ASK,53,20,HDFC Bank Ltd,3
Growth Portfolio,ASK,53,20,P I Industries Ltd,3
Growth Portfolio,ASK,53,20,Polycab India Ltd,2.9
Growth Portfolio,ASK,53,20,Ambuja Cements Ltd,2.9
Growth Portfolio,ASK,53,20,JSW Infrastructure Ltd,2.8
Growth Portfolio,ASK,53,20,Titan Company Ltd,2.8
Growth Portfolio,ASK,53,20,Ramkrishna Forgings Ltd,2.6
Growth Portfolio,ASK,53,20,Narayana Hrudayalaya Ltd,2.6
Growth Portfolio,ASK,53,20,Ratnamani Metals & Tubes Ltd,2.6
Growth Portfolio,ASK,53,20,Navin Fluorine International Ltd,2.5
Growth Portfolio,ASK,53,20,Bharti Airtel Ltd PP,2.3
Growth Portfolio,ASK,53,20,Syrma SGS Technology Ltd,1.9
Growth Portfolio,ASK,53,20,Bharti Airtel Ltd,1.6
Emerging Opportunities Portfolio (EOP),ASK,256,20,BAJAJ FINANCE LTD,6.41
Emerging Opportunities Portfolio (EOP),ASK,256,20,BAJAJ FINSERV LTD,6.27
Emerging Opportunities Portfolio (EOP),ASK,256,20,Patanjali Foods Limited,5.83
Emerging Opportunities Portfolio (EOP),ASK,256,20,SOLAR INDUSTRIES INDIA LTD,5.81
Emerging Opportunities Portfolio (EOP),ASK,256,20,APL APOLLO TUBES LTD,5.51
Emerging Opportunities Portfolio (EOP),ASK,256,20,RADICO KHAITAN LTD,5.11
Emerging Opportunities Portfolio (EOP),ASK,256,20,P I INDUSTRIES LTD,5.08
Emerging Opportunities Portfolio (EOP),ASK,256,20,PAGE INDUSTRIES LTD,4.72
Emerging Opportunities Portfolio (EOP),ASK,256,20,AU SMALL FINANCE BANK LTD,4.45
Emerging Opportunities Portfolio (EOP),ASK,256,20,AFFLE INDIA LTD,4.42
Emerging Opportunities Portfolio (EOP),ASK,256,20,DIXON TECHNOLOGIES INDIA LTD,4.2
Emerging Opportunities Portfolio (EOP),ASK,256,20,ASTRAL POLY TECHNIK LTD,4.11
Emerging Opportunities Portfolio (EOP),ASK,256,20,POLYCAB INDIA LTD,4.08
Emerging Opportunities Portfolio (EOP),ASK,256,20,AAVAS FINANCIERS LTD,4.01
Emerging Opportunities Portfolio (EOP),ASK,256,20,NAVIN FLUORINE INTERNATIONAL LTD,3.98
Emerging Opportunities Portfolio (EOP),ASK,256,20,KEI INDUSTRIES LTD,3.34
Emerging Opportunities Portfolio (EOP),ASK,256,20,RELIANCE INDUSTRIES LTD,3.32
Emerging Opportunities Portfolio (EOP),ASK,256,20,DALMIA BHARAT LTD,3.22
Emerging Opportunities Portfolio (EOP),ASK,256,20,SONA BLW PRECISION FORGINGS LTD,3.12
Emerging Opportunities Portfolio (EOP),ASK,256,20,TEAMLEASE SERVICES LTD,2.68
Emerging Opportunities Portfolio (EOP),ASK,256,20,LAURUS LABS LTD,2.6
Emerging Opportunities Portfolio (EOP),ASK,256,20,INFOSYS LTD,2.56
Emerging Opportunities Portfolio (EOP),ASK,256,20,BERGER PAINTS INDIA LTD,2.55
Emerging Opportunities Portfolio (EOP),ASK,256,20,METROPOLIS HEALTHCARE LTD,2.3
Emerging Opportunities Portfolio (EOP),ASK,256,20,VAIBHAV GLOBAL LTD,0
Brand Equity,Axis AMC,14,5,ICICI Bank Ltd,6.28
Brand Equity,Axis AMC,14,5,Mahindra and Mahindra Ltd,5.35
Brand Equity,Axis AMC,14,5,Bharti Airtel Ltd,4.81
Brand Equity,Axis AMC,14,5,LIC Housing Finance Ltd,4.6
Brand Equity,Axis AMC,14,5,PNB Housing Finance Ltd,4.31
Core & Satellite,Axis AMC,172,5,Mahindra and Mahindra Ltd,6.3
Core & Satellite,Axis AMC,172,5,Bank of Baroda,5.42
Core & Satellite,Axis AMC,172,5,Cyient Limited,5.14
Core & Satellite,Axis AMC,172,5,IndusInd Bank Ltd,4.89
Core & Satellite,Axis AMC,172,5,PNB Housing Finance Ltd,4.88
NEO Equity Portfolio,Bandhan AMC,50,19,Reliance Industries Ltd,9.9
NEO Equity Portfolio,Bandhan AMC,50,19,HDFC Bank Ltd,6.9
NEO Equity Portfolio,Bandhan AMC,50,19,LARSEN & TOUBRO Ltd,6.5
NEO Equity Portfolio,Bandhan AMC,50,19,ITC Ltd,5.3
NEO Equity Portfolio,Bandhan AMC,50,19,Tata Consultancy Services Ltd,5.2
Core Value Regular,BugleRock Capital ,89,41,HDFC Bank Ltd,7.65
Core Value Regular,BugleRock Capital ,89,41,ITC Ltd,6.55
Core Value Regular,BugleRock Capital ,89,41,Indraprastha Gas Ltd,5.34
Core Value Regular,BugleRock Capital ,89,41,Asian Paints Ltd,4.39
Core Value Regular,BugleRock Capital ,89,41,Bosch Ltd,4.24
Core Value Concentrated,BugleRock Capital ,116,41,HDFC Bank Ltd,9.69
Core Value Concentrated,BugleRock Capital ,116,41,ITC Ltd,8.26
Core Value Concentrated,BugleRock Capital ,116,41,Indraprastha Gas Ltd,7.36
Core Value Concentrated,BugleRock Capital ,116,41,Bosch Ltd,7.21
Core Value Concentrated,BugleRock Capital ,116,41,Maruti Suzuki India Ltd,7.12
Thematic Opportunities,BugleRock Capital ,362,41,Sobha Ltd,9.53
Thematic Opportunities,BugleRock Capital ,362,41,Bharat Electronics Ltd,6.63
Thematic Opportunities,BugleRock Capital ,362,41,Mahindra Holidays & Resorts,5.77
Thematic Opportunities,BugleRock Capital ,362,41,Astral Ltd,5.54
Thematic Opportunities,BugleRock Capital ,362,41,Bharti Airtel Ltd,5.48
Special Situations,BugleRock Capital ,363,41,Sobha Ltd,6.9
Special Situations,BugleRock Capital ,363,41,Savita Oil Technologies Ltd,5.73
Special Situations,BugleRock Capital ,363,41,Ashiana Housing Ltd,5.43
Special Situations,BugleRock Capital ,363,41,JM Financial Ltd.,4.63
Special Situations,BugleRock Capital ,363,41,Great Eastern Shipping Ltd,4.52
Opportunities Multi-cap,Buoyant Capital,63,27,Hdfc Bank Limited,7.8
Opportunities Multi-cap,Buoyant Capital,63,27,Icici Bank Limited,6.9
Opportunities Multi-cap,Buoyant Capital,63,27,State Bank Of India Limited,5
Opportunities Multi-cap,Buoyant Capital,63,27,Axis Bank Limited,4
Opportunities Multi-cap,Buoyant Capital,63,27,Ramkrishna Forgings Limited,3.8
Opportunities Multi-cap,Buoyant Capital,63,27,Divis Laboratories Limited,3.8
Opportunities Multi-cap,Buoyant Capital,63,27,Aavas Financiers Ltd,3.3
Opportunities Multi-cap,Buoyant Capital,63,27,Indus Towers Ltd,3.1
Opportunities Multi-cap,Buoyant Capital,63,27,Max Financial Services Limited,3
Opportunities Multi-cap,Buoyant Capital,63,27,Itc Ltd,3
Opportunities Multi-cap,Buoyant Capital,63,27,Kotak Mahindra Bank Limited,3
Opportunities Multi-cap,Buoyant Capital,63,27,R R Kabel Ltd,3
Opportunities Multi-cap,Buoyant Capital,63,27,Motherson Sumi Systems Limited,2.9
Opportunities Multi-cap,Buoyant Capital,63,27,Escorts Kubota Ltd,2.9
Opportunities Multi-cap,Buoyant Capital,63,27,Star Health And Allied Insurance Company Ltd,2.6
Opportunities Multi-cap,Buoyant Capital,63,27,Moil Ltd,2.3
Opportunities Multi-cap,Buoyant Capital,63,27,Glenmark Pharmaceuticals Ltd,2.2
Opportunities Multi-cap,Buoyant Capital,63,27,Dalmia Bharat Limited,1.9
Opportunities Multi-cap,Buoyant Capital,63,27,Bharti Airtel Limited,1.9
Opportunities Multi-cap,Buoyant Capital,63,27,Pvr Inox Ltd,1.8
Opportunities Multi-cap,Buoyant Capital,63,27,Religare Enterprises Ltd,1.8
Opportunities Multi-cap,Buoyant Capital,63,27,Grasim Industries Ltd,1.7
Opportunities Multi-cap,Buoyant Capital,63,27,Archean Chemical Industries Ltd,1.7
Opportunities Multi-cap,Buoyant Capital,63,27,Sai Silks Kalamandir Ltd,1.6
Opportunities Multi-cap,Buoyant Capital,63,27,Blue Jet Healthcare Ltd,1.5
Opportunities Multi-cap,Buoyant Capital,63,27,INFOSYS LTD,1.3
Opportunities Multi-cap,Buoyant Capital,63,27,Icici Lombard General Insurance Company Ltd,1.2
Opportunities Multi-cap,Buoyant Capital,63,27,Indo Count Industries Ltd,1.2
Opportunities Multi-cap,Buoyant Capital,63,27,Tata Consultancy Services Limited,1.1
Opportunities Multi-cap,Buoyant Capital,63,27,Bank Of Baroda,1.1
Opportunities Multi-cap,Buoyant Capital,63,27,Allsec Technologies Ltd,1
Opportunities Multi-cap,Buoyant Capital,63,27,Bandhan Bank Limited,0.8
Opportunities Multi-cap,Buoyant Capital,63,27,Cash And Cash Equivalents,13.2
Opportunities Multi-cap,Buoyant Capital,63,27,Others,2.8
Growth,CapGrow Capital,113,57,HDFC BANK LIMITED,10.17
Growth,CapGrow Capital,113,57,PIRAMAL ENTERPRISES LIMITED,7.51
Growth,CapGrow Capital,113,57,ZEE ENTERTAINMENT ENTERPRISES LTD,7
Growth,CapGrow Capital,113,57,EPL Limited,6.52
Growth,CapGrow Capital,113,57,ICICI BANK LIMITED,6.4
Special Situations,CapGrow Capital,169,57,ZEE ENTERTAINMENT ENTERPRISES LTD,9.08
Special Situations,CapGrow Capital,169,57,NATCO PHARMA LIMITED,6.11
Special Situations,CapGrow Capital,169,57,PIRAMAL ENTERPRISES LIMITED,6.11
Special Situations,CapGrow Capital,169,57,ESCORTS LIMITED,5.77
Special Situations,CapGrow Capital,169,57,Religare Enterprises Ltd.,5.63
Growth Plus Value,Care PMS,65,30,JK Paper Ltd,11
Growth Plus Value,Care PMS,65,30,LT Foods Limited,9
Growth Plus Value,Care PMS,65,30,Arvind Ltd,8
Growth Plus Value,Care PMS,65,30,D.B.Corp Ltd,7
Growth Plus Value,Care PMS,65,30,FDC Ltd,6
Large and Midcap,Care PMS,228,30,Zydus Lifesciences Ltd,11
Large and Midcap,Care PMS,228,30,Ultratech Cement Ltd,10
Large and Midcap,Care PMS,228,30,Hindustan Aeronautics Ltd,7
Large and Midcap,Care PMS,228,30,Jindal Stainless Ltd,7
Large and Midcap,Care PMS,228,30,Narayana Hrudayalaya Ltd,7
Compounder Strategy,Carnelian Capital,168,82,Aditya Birla Capital Ltd,8.1
Compounder Strategy,Carnelian Capital,168,82,Senco Gold Ltd,5.7
Compounder Strategy,Carnelian Capital,168,82,Tata Motors  Ltd - DVR,5.1
Compounder Strategy,Carnelian Capital,168,82,Punjab National Bank,5
Compounder Strategy,Carnelian Capital,168,82,Reliance Industries Ltd,5
Compounder Strategy,Carnelian Capital,168,82,ICICI Bank Ltd,4.8
Compounder Strategy,Carnelian Capital,168,82,Laurus Labs Ltd,4.7
Compounder Strategy,Carnelian Capital,168,82,Yatharth Hospital and Trauma Care Services Ltd.,4.7
Compounder Strategy,Carnelian Capital,168,82,Larsen & Toubro Ltd,4.3
Compounder Strategy,Carnelian Capital,168,82,The Jammu & Kashmir Bank Ltd,4.2
YnG Strategy,Carnelian Capital,326,82,Hindustan Aeronautics Ltd,10.7
YnG Strategy,Carnelian Capital,326,82,Power Finance Corporation Ltd,9.9
YnG Strategy,Carnelian Capital,326,82,Bajaj Auto Ltd,8.5
YnG Strategy,Carnelian Capital,326,82,ITC Ltd,8
YnG Strategy,Carnelian Capital,326,82,Oracle Financial Services Software Ltd,7.1
YnG Strategy,Carnelian Capital,326,82,CESC Ltd,7
YnG Strategy,Carnelian Capital,326,82,Neyveli Lignite Corporation Ltd,6.4
YnG Strategy,Carnelian Capital,326,82,Coal India Ltd,5.8
YnG Strategy,Carnelian Capital,326,82,NTPC Ltd,5.5
YnG Strategy,Carnelian Capital,326,82,HCL Technologies Ltd,5.3
Shift,Carnelian Capital,227,82,Laurus Labs Ltd,6
Shift,Carnelian Capital,227,82,The Anup Engineering Ltd,5.5
Shift,Carnelian Capital,227,82,Aarti Industries Ltd,5.3
Shift,Carnelian Capital,227,82,Phillips Carbon Black Ltd,4.4
Shift,Carnelian Capital,227,82,Kirloskar Pneumatic Co. Ltd,4.2
Shift,Carnelian Capital,227,82,Shaily Engineering Plastics Ltd,4.1
Shift,Carnelian Capital,227,82,Syngene International Ltd,3.9
Shift,Carnelian Capital,227,82,Quick Heal Technologies Ltd,3.8
Shift,Carnelian Capital,227,82,Ratnamani Metals & Tubes Ltd,3.8
Shift,Carnelian Capital,227,82,Larsen & Toubro Ltd,3.7
Deep Value,Centrum,66,31,PURAVANKARA LTD,8
Deep Value,Centrum,66,31,TRENT LTD,6
Deep Value,Centrum,66,31,TIME TECHNOPLAST LTD,6
Deep Value,Centrum,66,31,APL APOLLO TUBES LTD,6
Deep Value,Centrum,66,31,H G INFRA ENGINEERING LTD,5
Microcap,Centrum,68,31,PURAVANKARA LTD,10
Microcap,Centrum,68,31,TIME TECHNOPLAST LTD,7
Microcap,Centrum,68,31,CARYSIL LTD,6
Microcap,Centrum,68,31,VOLTAMP TRANSFORMERS LTD,5
Microcap,Centrum,68,31,PRICOL LTD,5
Multibagger,Centrum,69,31,TRENT LTD,7
Multibagger,Centrum,69,31,TIME TECHNOPLAST LTD,6
Multibagger,Centrum,69,31,APL APOLLO TUBES LTD,6
Multibagger,Centrum,69,31,H G INFRA ENGINEERING LTD,6
Multibagger,Centrum,69,31,CARYSIL LTD,5
Flexicap,Centrum,70,31,TRENT LTD,7
Flexicap,Centrum,70,31,HDFC BANK LTD,7
Flexicap,Centrum,70,31,AEGIS LOGISTICS LTD,7
Flexicap,Centrum,70,31,INTELLECT DESIGN ARENA LTD,6
Flexicap,Centrum,70,31,ICICI BANK LTD,6
Good To Great,Centrum,140,31,PURAVANKARA LTD,8
Good To Great,Centrum,140,31,TRENT LTD,8
Good To Great,Centrum,140,31,H G INFRA ENGINEERING LTD,5
Good To Great,Centrum,140,31,APL APOLLO TUBES LTD,5
Good To Great,Centrum,140,31,BRIGADE ENTERPRISES LTD,5
Built To Last,Centrum,153,31,HDFC BANK LTD,11
Built To Last,Centrum,153,31,RELIANCE INDUSTRIES LTD,9
Built To Last,Centrum,153,31,ICICI BANK LTD,8
Built To Last,Centrum,153,31,INFOSYS LTD,5
Built To Last,Centrum,153,31,BHARAT ELECTRONICS LTD,4
All Weather,Ckredence Wealth ,338,141,Nippon India Etf Gold Bees,6.6
All Weather,Ckredence Wealth ,338,141,Icici Bank Ltd.,6.01
All Weather,Ckredence Wealth ,338,141,Hdfc Bank Ltd,4.37
All Weather,Ckredence Wealth ,338,141,Reliance Industries Ltd.,4
All Weather,Ckredence Wealth ,338,141,Laurus Labs Ltd,3.97
Diversified,Ckredence Wealth ,339,141,Hdfc Bank Ltd.,6.39
Diversified,Ckredence Wealth ,339,141,Laurus Labs Limited,4.64
Diversified,Ckredence Wealth ,339,141,Canara Bank,4.02
Diversified,Ckredence Wealth ,339,141,Anand Rathi Wealth Limite,3.96
Diversified,Ckredence Wealth ,339,141,Reliance Industries Ltd.,3.82
Legend,Concept Investwell,156,74,Infosys,10
Legend,Concept Investwell,156,74,Titan company,9
Legend,Concept Investwell,156,74,ICICI Bank,7
Legend,Concept Investwell,156,74,State Bank of India,7
Legend,Concept Investwell,156,74,United Spirits,6.5
Marvel,Concept Investwell,157,74,HDFC LTD,10
Marvel,Concept Investwell,157,74,Titan Company,8.5
Marvel,Concept Investwell,157,74,ICICI Bank,8
Marvel,Concept Investwell,157,74,Supreme Industries,8
Marvel,Concept Investwell,157,74,Computer Age Management Services,6.5
Dynamic,Concept Investwell,233,74,Tata Consumer Product,10
Dynamic,Concept Investwell,233,74,REC Ltd.,10
Dynamic,Concept Investwell,233,74,HCL Technologies,9
Dynamic,Concept Investwell,233,74,Bajaj Auto Ltd.,8
Dynamic,Concept Investwell,233,74,HDFC AMC,8.1
Focused Mid & Smallcap,Edelweiss,26,11,CUMMINS INDIA LTD,5.28
Focused Mid & Smallcap,Edelweiss,26,11,CHOLAMANDALAM FINANCIAL HOLDINGS LTD,4.92
Focused Mid & Smallcap,Edelweiss,26,11,DIXON TECHNOLOGIES (INDIA) LTD,4.59
Focused Mid & Smallcap,Edelweiss,26,11,APL APOLLO TUBES LTD,4.31
Focused Mid & Smallcap,Edelweiss,26,11,SAFARI INDUSTRIES (INDIA) LTD,3.96
Focused Mid & Smallcap,Edelweiss,26,11,KEI INDUSTRIES LTD,3.93
Focused Mid & Smallcap,Edelweiss,26,11,UNO MINDA LTD,3.84
Focused Mid & Smallcap,Edelweiss,26,11,K P R MILL LTD,3.83
Focused Mid & Smallcap,Edelweiss,26,11,MAX FINANCIAL SERVICES LTD,3.83
Focused Mid & Smallcap,Edelweiss,26,11,NARAYANA HRUDAYALAYA LTD,3.71
Focused Mid & Smallcap,Edelweiss,26,11,C E S C LTD,3.71
Focused Mid & Smallcap,Edelweiss,26,11,MOLD-TEK PACKAGING LTD,3.68
Focused Mid & Smallcap,Edelweiss,26,11,BRIGADE ENTERPRISES LTD,3.67
Focused Mid & Smallcap,Edelweiss,26,11,ENDURANCE TECHNOLOGIES LTD,3.64
Focused Mid & Smallcap,Edelweiss,26,11,SYNGENE INTERNATIONAL LTD,3.52
Focused Mid & Smallcap,Edelweiss,26,11,ARVIND FASHIONS LTD,3.46
Focused Mid & Smallcap,Edelweiss,26,11,CANFIN HOMES LTD,3.44
Focused Mid & Smallcap,Edelweiss,26,11,CCL PRODUCTS INDIA LTD,3.27
Focused Mid & Smallcap,Edelweiss,26,11,L&T TECHNOLOGY SERVICES LTD,3.15
Focused Mid & Smallcap,Edelweiss,26,11,SHYAM METALICS AND ENERGY LIMITED,3.14
Focused Mid & Smallcap,Edelweiss,26,11,CMS Info Systems Ltd,2.76
Focused Mid & Smallcap,Edelweiss,26,11,SAGAR CEMENTS LTD,2.75
Focused Mid & Smallcap,Edelweiss,26,11,UNIPARTS INDIA LIMITED,2.4
Focused Mid & Smallcap,Edelweiss,26,11,P I INDUSTRIES LTD,2.1
Focused Mid & Smallcap,Edelweiss,26,11,Cash & Cash Equivalents,13.1
Long Term Value (LTV),Eklavya Capital,226,104,"ICICI Prudential Liquid Fund - Direct
Plan - Growth",52.73
Long Term Value (LTV),Eklavya Capital,226,104,ITC Ltd,5.63
Long Term Value (LTV),Eklavya Capital,226,104,HDFC Gold Exchange Traded Fund,5.49
Long Term Value (LTV),Eklavya Capital,226,104,Cash,5
Long Term Value (LTV),Eklavya Capital,226,104,HDFC Bank Limited,4.27
Long Term Value (LTV),Eklavya Capital,226,104,REDINGTON INDIA LIMITED,4.13
Long Term Value (LTV),Eklavya Capital,226,104,Axis Liquid Fund - Direct Plan - Growth,3.95
Long Term Value (LTV),Eklavya Capital,226,104,Glenmark Lifesciences,3.16
Long Term Value (LTV),Eklavya Capital,226,104,HDFC Ultra Short Term Fund-Direct Plan-Growth Option,2.81
Long Term Value (LTV),Eklavya Capital,226,104,SWARAJ ENGINES LIMITED,2.65
Long Term Value (LTV),Eklavya Capital,226,104,VST INDUSTRIES LTD,2.45
Long Term Value (LTV),Eklavya Capital,226,104,Eris Lifesciences Limited,2.31
Long Term Value (LTV),Eklavya Capital,226,104,NIRLON LTD,1.96
Long Term Value (LTV),Eklavya Capital,226,104,"COLGATE PALMOLIVE INDIA
LTD",1.06
Long Term Value (LTV),Eklavya Capital,226,104,PFIZER LIMIT,0.53
Long Term Value (LTV),Eklavya Capital,226,104,ICICI Lombard General Insurance Company Limited,0.5
Long Term Value (LTV),Eklavya Capital,226,104,Sirca Paints,0.5
Long Term Value (LTV),Eklavya Capital,226,104,RPG LIFE SCIENCES LTD.,0.29
Long Term Value (LTV),Eklavya Capital,226,104,"HDFC Short Term Debt Fund - Direct
- Growth",0.29
Long Term Value (LTV),Eklavya Capital,226,104,Tata Consultancy Services Ltd,0.27
Laureate Portfolio  ,Electrum ,315,138,XPRO INDIA LTD,6.69
Laureate Portfolio  ,Electrum ,315,138,Va Tech Wabag Limited,6.58
Laureate Portfolio  ,Electrum ,315,138,Thejo Engineering Limited,5.97
Laureate Portfolio  ,Electrum ,315,138,Pricol Limited,5.93
Laureate Portfolio  ,Electrum ,315,138,MULTI COMMODITY EXCHANGE OF INDIA LTD.,5.86
Laureate Portfolio  ,Electrum ,315,138,Gokaldas Exports Ltd,5.51
India Vision Portfolio,ENAM Asset Management,379,161,VARUN BEVERAGES LTD,0
India Vision Portfolio,ENAM Asset Management,379,161,AXIS BANK LTD,0
India Vision Portfolio,ENAM Asset Management,379,161,ICICI BANK LTD,0
India Vision Portfolio,ENAM Asset Management,379,161,BHARTI AIRTEL LTD,0
India Vision Portfolio,ENAM Asset Management,379,161,MARUTI SUZUKI INDIA LTD,0
India Vision Portfolio,ENAM Asset Management,379,161,GLOBAL HEALTH,0
 India Opportunitiess,Envision Capital,270,118,Cipla Ltd,5
 India Opportunitiess,Envision Capital,270,118,Dr Reddy & Laboratories Ltd,4.62
 India Opportunitiess,Envision Capital,270,118,Mahindra Holidays,4.08
 India Opportunitiess,Envision Capital,270,118,ICICI Bank Ltd,4.01
