Scheme name,Company Name,Scheme Id,Company Id,Holding,Pee Net Assets,StockID
Emerging Giants,Ambit Investment Advisors,32,13,ROSSARI BIOTECH LTD,5.0,
Emerging Giants,Ambit Investment Advisors,32,13,V-MART RETAIL LTD,5.0,
Emerging Giants,Ambit Investment Advisors,32,13,TEAMLEASE SERVICES LTD,4.0,
Emerging Giants,Ambit Investment Advisors,32,13,GMM PFAUDLER LTD,4.0,
Emerging Giants,Ambit Investment Advisors,32,13,SUPRAJIT ENGINEERING LTD,4.0,
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,SIEMENS LTD,11.25,
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,MARUTI SUZUKI INDIA LIMITED,8.87,928.0
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,ITD CEMENTATION INDIA LIMITED,7.4,723.0
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,CRISIL LTD,7.23,
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,SCHAEFFLER INDIA LIMITED,5.52,1314.0
MNC Portfolio,Anand Rathi Advisors Ltd,106,50,NESTLE INDIA LTD,5.34,
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,BHARAT ELECTRONICS LTD,10.45,
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,GLOBAL HEALTH LIMITED,10.31,942.0
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,POONAWALLA FINCORP LTD,7.87,
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,VENUS PIPES AND TUBES LIMITED,7.67,
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,ETHOS LIMITED,6.97,440.0
Decennium Opportunity,Anand Rathi Advisors Ltd,107,50,KEC INTERNATIONAL LIMITED,6.64,801.0
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,BHARAT ELECTRONICS LTD.,10.34,
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,ITD CEMENTATION INDIA LTD.,8.9,
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,KEI INDUSTRIES LTD.,7.83,
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,VARUN BEVERAGES LTD.,7.73,
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,RATNAMANI METALS & TUBES LTD.,7.35,
Impress Portfolio,Anand Rathi Advisors Ltd,108,50,RADICO KHAITAN LTD.,6.02,
Ace Multicap,Asit C Mehta,91,43,EXIDE INDUSTRIES LIMITED,3.8,445.0
Ace Multicap,Asit C Mehta,91,43,HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,3.4,
Ace Multicap,Asit C Mehta,91,43,STATE BANK OF INDIA,3.4,1313.0
Ace Multicap,Asit C Mehta,91,43,BHARAT ELECTRONICS LIMITED,3.4,199.0
Ace Multicap,Asit C Mehta,91,43,NMDC LIMITED,3.3,1052.0
Ace Regular Income,Asit C Mehta,92,43,BHARAT BOND ETF - APRIL 2033,7.4,
Ace Regular Income,Asit C Mehta,92,43,NIPPON 8-13 YR G-SEC LT GLT,3.7,
Ace Regular Income,Asit C Mehta,92,43,LIC MF NIFTY 8-13 YR G-SEC ETF,3.7,
Ace Regular Income,Asit C Mehta,92,43,MOTILAL OSWAL NASDAQ 100 ETF,3.2,
Ace Regular Income,Asit C Mehta,92,43,POWERGRID INFRASTR INVEST TRUST UNT,2.8,
Ace Midcap,Asit C Mehta,102,43,BHARAT HEAVY ELECTRICALS LIMITED,6.2,213.0
Ace Midcap,Asit C Mehta,102,43,INDIAN RAILWAY FINANCE CORPORATION LIMITED,6.1,713.0
Ace Midcap,Asit C Mehta,102,43,NHPC LIMITED,5.8,1041.0
Ace Midcap,Asit C Mehta,102,43,REC LIMITED,5.5,1226.0
Ace Midcap,Asit C Mehta,102,43,EXIDE INDUSTRIES LIMITED,5.5,445.0
Ace 15,Asit C Mehta,103,43,ICICI BANK LIMITED,7.2,641.0
Ace 15,Asit C Mehta,103,43,HDFC BANK LIMITED,4.8,587.0
Ace 15,Asit C Mehta,103,43,INFOSYS LIMITED,4.6,695.0
Ace 15,Asit C Mehta,103,43,TATA CONSULTANCY SERVICES LIMITED,4.2,1485.0
Ace 15,Asit C Mehta,103,43,LARSEN AND TOUBRO LIMITED,4.2,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,CHOLAMANDALAM INVESTMENT & FINANCE CO. LTD,5.7,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,INTERGLOBE AVIATION LTD,5.3,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,BHARTI AIRTEL LTD,5.2,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,RELIANCE INDUSTRIES LTD,5.2,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,BAJAJ FINSERV LTD,4.9,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,APL APOLLO TUBES LTD,4.9,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,TORRENT PHARMACEUTICALS LTD,4.8,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,PATANJALI FOODS LTD,4.7,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,BAJAJ FINANCE LTD,4.6,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,ASTRAL POLY TECHNIK LTD,4.4,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,TATA CONSULTANCY SERVICES LTD,4.4,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,DR REDDYS LABORATORIES LTD,3.9,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,P I INDUSTRIES LTD,3.8,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,AU SMALL FINANCE BANK LTD,3.4,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,POLYCAB INDIA LTD,3.3,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,SONA BLW PRECISION FORGINGS LTD,3.2,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,INDUSIND BANK LTD,3.0,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,ADANI PORTS & SPECIAL ECONOMIC ZONE LTD,3.0,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,TITAN COMPANY LTD,2.8,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,DIVIS LABORATORIES LTD,2.8,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,TVS MOTOR COMPANY LTD,2.8,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,BHARTI AIRTEL LTD PP,2.5,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,KEI INDUSTRIES LTD,2.3,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,SUN PHARMACEUTICAL INDUSTRIES LTD,2.2,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,JSW INFRASTRUCTURE LTD,2.1,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,AVENUE SUPERMARTS LTD,1.5,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,ASIAN PAINTS LTD,1.4,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,METROPOLIS HEALTHCARE LTD,1.1,
Indian Entrepreneurship Portfolio (IEP),ASK,51,20,VARUN BEVERAGES LTD,0.1,
India Select Portfolio (ISP),ASK,52,20,APL APOLLO TUBES LTD,4.9,
India Select Portfolio (ISP),ASK,52,20,STATE BANK OF INDIA,4.7,1313.0
India Select Portfolio (ISP),ASK,52,20,BHARAT ELECTRONICS LTD,4.4,
India Select Portfolio (ISP),ASK,52,20,VARUN BEVERAGES LTD,4.4,
India Select Portfolio (ISP),ASK,52,20,SOLAR INDUSTRIES INDIA LTD,4.4,
India Select Portfolio (ISP),ASK,52,20,PATANJALI FOODS LTD,4.4,
India Select Portfolio (ISP),ASK,52,20,LARSEN & TOUBRO LTD,4.3,
India Select Portfolio (ISP),ASK,52,20,INDIAN OIL CORPORATION LTD,4.3,
India Select Portfolio (ISP),ASK,52,20,BAJAJ FINANCE LTD,4.2,
India Select Portfolio (ISP),ASK,52,20,ICICI BANK LTD,4.1,
India Select Portfolio (ISP),ASK,52,20,KEI INDUSTRIES LTD,3.9,
India Select Portfolio (ISP),ASK,52,20,HINDUSTAN AERONAUTICS LTD,3.8,
India Select Portfolio (ISP),ASK,52,20,INDUSIND BANK LTD,3.5,
India Select Portfolio (ISP),ASK,52,20,BHARAT HEAVY ELECTRICALS LTD,3.3,
India Select Portfolio (ISP),ASK,52,20,REC LTD,3.1,
India Select Portfolio (ISP),ASK,52,20,P I INDUSTRIES LTD,3.1,
India Select Portfolio (ISP),ASK,52,20,HDFC BANK LTD,3.0,
India Select Portfolio (ISP),ASK,52,20,POLYCAB INDIA LTD,2.9,
India Select Portfolio (ISP),ASK,52,20,AMBUJA CEMENTS LTD,2.9,
India Select Portfolio (ISP),ASK,52,20,JSW INFRASTRUCTURE LTD,2.8,
India Select Portfolio (ISP),ASK,52,20,SONA BLW PRECISION FORGINGS LTD,2.8,
India Select Portfolio (ISP),ASK,52,20,TITAN COMPANY LTD,2.8,
India Select Portfolio (ISP),ASK,52,20,RAMKRISHNA FORGINGS LTD,2.7,
India Select Portfolio (ISP),ASK,52,20,RATNAMANI METALS & TUBES LTD,2.7,
India Select Portfolio (ISP),ASK,52,20,NARAYANA HRUDAYALAYA LTD,2.6,
India Select Portfolio (ISP),ASK,52,20,NAVIN FLUORINE INTERNATIONAL LTD,2.6,
India Select Portfolio (ISP),ASK,52,20,BHARTI AIRTEL LTD PP,2.4,
India Select Portfolio (ISP),ASK,52,20,SYRMA SGS TECHNOLOGY LTD,2.0,
India Select Portfolio (ISP),ASK,52,20,BHARTI AIRTEL LTD,1.7,
Growth Portfolio,ASK,53,20,APL APOLLO TUBES LTD,4.9,
Growth Portfolio,ASK,53,20,PATANJALI FOODS LTD,4.7,
Growth Portfolio,ASK,53,20,STATE BANK OF INDIA,4.6,1313.0
Growth Portfolio,ASK,53,20,SOLAR INDUSTRIES INDIA LTD,4.4,
Growth Portfolio,ASK,53,20,VARUN BEVERAGES LTD,4.4,
Growth Portfolio,ASK,53,20,LARSEN & TOUBRO LTD,4.4,
Growth Portfolio,ASK,53,20,INDIAN OIL CORPORATION LTD,4.3,
Growth Portfolio,ASK,53,20,BHARAT ELECTRONICS LTD,4.3,
Growth Portfolio,ASK,53,20,BAJAJ FINANCE LTD,4.2,
Growth Portfolio,ASK,53,20,ICICI BANK LTD,4.1,
Growth Portfolio,ASK,53,20,KEI INDUSTRIES LTD,3.8,
Growth Portfolio,ASK,53,20,HINDUSTAN AERONAUTICS LTD,3.8,
Growth Portfolio,ASK,53,20,INDUSIND BANK LTD,3.5,
Growth Portfolio,ASK,53,20,BHARAT HEAVY ELECTRICALS LTD,3.3,
Growth Portfolio,ASK,53,20,REC LTD,3.2,
Growth Portfolio,ASK,53,20,HDFC BANK LTD,3.0,
Growth Portfolio,ASK,53,20,P I INDUSTRIES LTD,3.0,
Growth Portfolio,ASK,53,20,POLYCAB INDIA LTD,2.9,
Growth Portfolio,ASK,53,20,AMBUJA CEMENTS LTD,2.9,
Growth Portfolio,ASK,53,20,JSW INFRASTRUCTURE LTD,2.8,
Growth Portfolio,ASK,53,20,TITAN COMPANY LTD,2.8,
Growth Portfolio,ASK,53,20,RAMKRISHNA FORGINGS LTD,2.6,
Growth Portfolio,ASK,53,20,NARAYANA HRUDAYALAYA LTD,2.6,
Growth Portfolio,ASK,53,20,RATNAMANI METALS & TUBES LTD,2.6,
Growth Portfolio,ASK,53,20,NAVIN FLUORINE INTERNATIONAL LTD,2.5,
Growth Portfolio,ASK,53,20,BHARTI AIRTEL LTD PP,2.3,
Growth Portfolio,ASK,53,20,SYRMA SGS TECHNOLOGY LTD,1.9,
Growth Portfolio,ASK,53,20,BHARTI AIRTEL LTD,1.6,
Emerging Opportunities Portfolio (EOP),ASK,256,20,BAJAJ FINANCE LTD,6.41,
Emerging Opportunities Portfolio (EOP),ASK,256,20,BAJAJ FINSERV LTD,6.27,
Emerging Opportunities Portfolio (EOP),ASK,256,20,PATANJALI FOODS LIMITED,5.83,1114.0
Emerging Opportunities Portfolio (EOP),ASK,256,20,SOLAR INDUSTRIES INDIA LTD,5.81,
Emerging Opportunities Portfolio (EOP),ASK,256,20,APL APOLLO TUBES LTD,5.51,
Emerging Opportunities Portfolio (EOP),ASK,256,20,RADICO KHAITAN LTD,5.11,
Emerging Opportunities Portfolio (EOP),ASK,256,20,P I INDUSTRIES LTD,5.08,
Emerging Opportunities Portfolio (EOP),ASK,256,20,PAGE INDUSTRIES LTD,4.72,
Emerging Opportunities Portfolio (EOP),ASK,256,20,AU SMALL FINANCE BANK LTD,4.45,
Emerging Opportunities Portfolio (EOP),ASK,256,20,AFFLE INDIA LTD,4.42,
Emerging Opportunities Portfolio (EOP),ASK,256,20,DIXON TECHNOLOGIES INDIA LTD,4.2,
Emerging Opportunities Portfolio (EOP),ASK,256,20,ASTRAL POLY TECHNIK LTD,4.11,
Emerging Opportunities Portfolio (EOP),ASK,256,20,POLYCAB INDIA LTD,4.08,
Emerging Opportunities Portfolio (EOP),ASK,256,20,AAVAS FINANCIERS LTD,4.01,
Emerging Opportunities Portfolio (EOP),ASK,256,20,NAVIN FLUORINE INTERNATIONAL LTD,3.98,
Emerging Opportunities Portfolio (EOP),ASK,256,20,KEI INDUSTRIES LTD,3.34,
Emerging Opportunities Portfolio (EOP),ASK,256,20,RELIANCE INDUSTRIES LTD,3.32,
Emerging Opportunities Portfolio (EOP),ASK,256,20,DALMIA BHARAT LTD,3.22,
Emerging Opportunities Portfolio (EOP),ASK,256,20,SONA BLW PRECISION FORGINGS LTD,3.12,
Emerging Opportunities Portfolio (EOP),ASK,256,20,TEAMLEASE SERVICES LTD,2.68,
Emerging Opportunities Portfolio (EOP),ASK,256,20,LAURUS LABS LTD,2.6,
Emerging Opportunities Portfolio (EOP),ASK,256,20,INFOSYS LTD,2.56,
Emerging Opportunities Portfolio (EOP),ASK,256,20,BERGER PAINTS INDIA LTD,2.55,
Emerging Opportunities Portfolio (EOP),ASK,256,20,METROPOLIS HEALTHCARE LTD,2.3,
Emerging Opportunities Portfolio (EOP),ASK,256,20,VAIBHAV GLOBAL LTD,0.0,
Brand Equity,Axis AMC,14,5,ICICI BANK LTD,6.28,
Brand Equity,Axis AMC,14,5,MAHINDRA AND MAHINDRA LTD,5.35,
Brand Equity,Axis AMC,14,5,BHARTI AIRTEL LTD,4.81,
Brand Equity,Axis AMC,14,5,LIC HOUSING FINANCE LTD,4.6,
Brand Equity,Axis AMC,14,5,PNB HOUSING FINANCE LTD,4.31,
Core & Satellite,Axis AMC,172,5,MAHINDRA AND MAHINDRA LTD,6.3,
Core & Satellite,Axis AMC,172,5,BANK OF BARODA,5.42,182.0
Core & Satellite,Axis AMC,172,5,CYIENT LIMITED,5.14,326.0
Core & Satellite,Axis AMC,172,5,INDUSIND BANK LTD,4.89,
Core & Satellite,Axis AMC,172,5,PNB HOUSING FINANCE LTD,4.88,
NEO Equity Portfolio,Bandhan AMC,50,19,RELIANCE INDUSTRIES LTD,9.9,
NEO Equity Portfolio,Bandhan AMC,50,19,HDFC BANK LTD,6.9,
NEO Equity Portfolio,Bandhan AMC,50,19,LARSEN & TOUBRO LTD,6.5,
NEO Equity Portfolio,Bandhan AMC,50,19,ITC LTD,5.3,
NEO Equity Portfolio,Bandhan AMC,50,19,TATA CONSULTANCY SERVICES LTD,5.2,
Core Value Regular,BugleRock Capital ,89,41,HDFC BANK LTD,7.65,
Core Value Regular,BugleRock Capital ,89,41,ITC LTD,6.55,
Core Value Regular,BugleRock Capital ,89,41,INDRAPRASTHA GAS LTD,5.34,
Core Value Regular,BugleRock Capital ,89,41,ASIAN PAINTS LTD,4.39,
Core Value Regular,BugleRock Capital ,89,41,BOSCH LTD,4.24,
Core Value Concentrated,BugleRock Capital ,116,41,HDFC BANK LTD,9.69,
Core Value Concentrated,BugleRock Capital ,116,41,ITC LTD,8.26,
Core Value Concentrated,BugleRock Capital ,116,41,INDRAPRASTHA GAS LTD,7.36,
Core Value Concentrated,BugleRock Capital ,116,41,BOSCH LTD,7.21,
Core Value Concentrated,BugleRock Capital ,116,41,MARUTI SUZUKI INDIA LTD,7.12,
Thematic Opportunities,BugleRock Capital ,362,41,SOBHA LTD,9.53,
Thematic Opportunities,BugleRock Capital ,362,41,BHARAT ELECTRONICS LTD,6.63,
Thematic Opportunities,BugleRock Capital ,362,41,MAHINDRA HOLIDAYS & RESORTS,5.77,
Thematic Opportunities,BugleRock Capital ,362,41,ASTRAL LTD,5.54,
Thematic Opportunities,BugleRock Capital ,362,41,BHARTI AIRTEL LTD,5.48,
Special Situations,BugleRock Capital ,363,41,SOBHA LTD,6.9,
Special Situations,BugleRock Capital ,363,41,SAVITA OIL TECHNOLOGIES LTD,5.73,
Special Situations,BugleRock Capital ,363,41,ASHIANA HOUSING LTD,5.43,
Special Situations,BugleRock Capital ,363,41,JM FINANCIAL LTD.,4.63,
Special Situations,BugleRock Capital ,363,41,GREAT EASTERN SHIPPING LTD,4.52,
Opportunities Multi-cap,Buoyant Capital,63,27,HDFC BANK LIMITED,7.8,587.0
Opportunities Multi-cap,Buoyant Capital,63,27,ICICI BANK LIMITED,6.9,641.0
Opportunities Multi-cap,Buoyant Capital,63,27,STATE BANK OF INDIA LIMITED,5.0,
Opportunities Multi-cap,Buoyant Capital,63,27,AXIS BANK LIMITED,4.0,156.0
Opportunities Multi-cap,Buoyant Capital,63,27,RAMKRISHNA FORGINGS LIMITED,3.8,1248.0
Opportunities Multi-cap,Buoyant Capital,63,27,DIVIS LABORATORIES LIMITED,3.8,
Opportunities Multi-cap,Buoyant Capital,63,27,AAVAS FINANCIERS LTD,3.3,
Opportunities Multi-cap,Buoyant Capital,63,27,INDUS TOWERS LTD,3.1,
Opportunities Multi-cap,Buoyant Capital,63,27,MAX FINANCIAL SERVICES LIMITED,3.0,953.0
Opportunities Multi-cap,Buoyant Capital,63,27,ITC LTD,3.0,
Opportunities Multi-cap,Buoyant Capital,63,27,KOTAK MAHINDRA BANK LIMITED,3.0,832.0
Opportunities Multi-cap,Buoyant Capital,63,27,R R KABEL LTD,3.0,
Opportunities Multi-cap,Buoyant Capital,63,27,MOTHERSON SUMI SYSTEMS LIMITED,2.9,
Opportunities Multi-cap,Buoyant Capital,63,27,ESCORTS KUBOTA LTD,2.9,
Opportunities Multi-cap,Buoyant Capital,63,27,STAR HEALTH AND ALLIED INSURANCE COMPANY LTD,2.6,
Opportunities Multi-cap,Buoyant Capital,63,27,MOIL LTD,2.3,
Opportunities Multi-cap,Buoyant Capital,63,27,GLENMARK PHARMACEUTICALS LTD,2.2,
Opportunities Multi-cap,Buoyant Capital,63,27,DALMIA BHARAT LIMITED,1.9,329.0
Opportunities Multi-cap,Buoyant Capital,63,27,BHARTI AIRTEL LIMITED,1.9,212.0
Opportunities Multi-cap,Buoyant Capital,63,27,PVR INOX LTD,1.8,
Opportunities Multi-cap,Buoyant Capital,63,27,RELIGARE ENTERPRISES LTD,1.8,
Opportunities Multi-cap,Buoyant Capital,63,27,GRASIM INDUSTRIES LTD,1.7,
Opportunities Multi-cap,Buoyant Capital,63,27,ARCHEAN CHEMICAL INDUSTRIES LTD,1.7,
Opportunities Multi-cap,Buoyant Capital,63,27,SAI SILKS KALAMANDIR LTD,1.6,
Opportunities Multi-cap,Buoyant Capital,63,27,BLUE JET HEALTHCARE LTD,1.5,
Opportunities Multi-cap,Buoyant Capital,63,27,INFOSYS LTD,1.3,
Opportunities Multi-cap,Buoyant Capital,63,27,ICICI LOMBARD GENERAL INSURANCE COMPANY LTD,1.2,
Opportunities Multi-cap,Buoyant Capital,63,27,INDO COUNT INDUSTRIES LTD,1.2,
Opportunities Multi-cap,Buoyant Capital,63,27,TATA CONSULTANCY SERVICES LIMITED,1.1,1485.0
Opportunities Multi-cap,Buoyant Capital,63,27,BANK OF BARODA,1.1,182.0
Opportunities Multi-cap,Buoyant Capital,63,27,ALLSEC TECHNOLOGIES LTD,1.0,
Opportunities Multi-cap,Buoyant Capital,63,27,BANDHAN BANK LIMITED,0.8,181.0
Opportunities Multi-cap,Buoyant Capital,63,27,CASH AND CASH EQUIVALENTS,13.2,
Opportunities Multi-cap,Buoyant Capital,63,27,OTHERS,2.8,
Growth,CapGrow Capital,113,57,HDFC BANK LIMITED,10.17,587.0
Growth,CapGrow Capital,113,57,PIRAMAL ENTERPRISES LIMITED,7.51,1123.0
Growth,CapGrow Capital,113,57,ZEE ENTERTAINMENT ENTERPRISES LTD,7.0,
Growth,CapGrow Capital,113,57,EPL LIMITED,6.52,431.0
Growth,CapGrow Capital,113,57,ICICI BANK LIMITED,6.4,641.0
Special Situations,CapGrow Capital,169,57,ZEE ENTERTAINMENT ENTERPRISES LTD,9.08,
Special Situations,CapGrow Capital,169,57,NATCO PHARMA LIMITED,6.11,1008.0
Special Situations,CapGrow Capital,169,57,PIRAMAL ENTERPRISES LIMITED,6.11,1123.0
Special Situations,CapGrow Capital,169,57,ESCORTS LIMITED,5.77,
Special Situations,CapGrow Capital,169,57,RELIGARE ENTERPRISES LTD.,5.63,
Growth Plus Value,Care PMS,65,30,JK PAPER LTD,11.0,
Growth Plus Value,Care PMS,65,30,LT FOODS LIMITED,9.0,884.0
Growth Plus Value,Care PMS,65,30,ARVIND LTD,8.0,
Growth Plus Value,Care PMS,65,30,D.B.CORP LTD,7.0,
Growth Plus Value,Care PMS,65,30,FDC LTD,6.0,
Large and Midcap,Care PMS,228,30,ZYDUS LIFESCIENCES LTD,11.0,
Large and Midcap,Care PMS,228,30,ULTRATECH CEMENT LTD,10.0,
Large and Midcap,Care PMS,228,30,HINDUSTAN AERONAUTICS LTD,7.0,
Large and Midcap,Care PMS,228,30,JINDAL STAINLESS LTD,7.0,
Large and Midcap,Care PMS,228,30,NARAYANA HRUDAYALAYA LTD,7.0,
Compounder Strategy,Carnelian Capital,168,82,ADITYA BIRLA CAPITAL LTD,8.1,
Compounder Strategy,Carnelian Capital,168,82,SENCO GOLD LTD,5.7,
Compounder Strategy,Carnelian Capital,168,82,TATA MOTORS  LTD - DVR,5.1,
Compounder Strategy,Carnelian Capital,168,82,PUNJAB NATIONAL BANK,5.0,1145.0
Compounder Strategy,Carnelian Capital,168,82,RELIANCE INDUSTRIES LTD,5.0,
Compounder Strategy,Carnelian Capital,168,82,ICICI BANK LTD,4.8,
Compounder Strategy,Carnelian Capital,168,82,LAURUS LABS LTD,4.7,
Compounder Strategy,Carnelian Capital,168,82,YATHARTH HOSPITAL AND TRAUMA CARE SERVICES LTD.,4.7,
Compounder Strategy,Carnelian Capital,168,82,LARSEN & TOUBRO LTD,4.3,
Compounder Strategy,Carnelian Capital,168,82,THE JAMMU & KASHMIR BANK LTD,4.2,
YnG Strategy,Carnelian Capital,326,82,HINDUSTAN AERONAUTICS LTD,10.7,
YnG Strategy,Carnelian Capital,326,82,POWER FINANCE CORPORATION LTD,9.9,
YnG Strategy,Carnelian Capital,326,82,BAJAJ AUTO LTD,8.5,
YnG Strategy,Carnelian Capital,326,82,ITC LTD,8.0,
YnG Strategy,Carnelian Capital,326,82,ORACLE FINANCIAL SERVICES SOFTWARE LTD,7.1,
YnG Strategy,Carnelian Capital,326,82,CESC LTD,7.0,
YnG Strategy,Carnelian Capital,326,82,NEYVELI LIGNITE CORPORATION LTD,6.4,
YnG Strategy,Carnelian Capital,326,82,COAL INDIA LTD,5.8,
YnG Strategy,Carnelian Capital,326,82,NTPC LTD,5.5,
YnG Strategy,Carnelian Capital,326,82,HCL TECHNOLOGIES LTD,5.3,
Shift,Carnelian Capital,227,82,LAURUS LABS LTD,6.0,
Shift,Carnelian Capital,227,82,THE ANUP ENGINEERING LTD,5.5,
Shift,Carnelian Capital,227,82,AARTI INDUSTRIES LTD,5.3,
Shift,Carnelian Capital,227,82,PHILLIPS CARBON BLACK LTD,4.4,
Shift,Carnelian Capital,227,82,KIRLOSKAR PNEUMATIC CO. LTD,4.2,
Shift,Carnelian Capital,227,82,SHAILY ENGINEERING PLASTICS LTD,4.1,
Shift,Carnelian Capital,227,82,SYNGENE INTERNATIONAL LTD,3.9,
Shift,Carnelian Capital,227,82,QUICK HEAL TECHNOLOGIES LTD,3.8,
Shift,Carnelian Capital,227,82,RATNAMANI METALS & TUBES LTD,3.8,
Shift,Carnelian Capital,227,82,LARSEN & TOUBRO LTD,3.7,
Deep Value,Centrum,66,31,PURAVANKARA LTD,8.0,
Deep Value,Centrum,66,31,TRENT LTD,6.0,
Deep Value,Centrum,66,31,TIME TECHNOPLAST LTD,6.0,
Deep Value,Centrum,66,31,APL APOLLO TUBES LTD,6.0,
Deep Value,Centrum,66,31,H G INFRA ENGINEERING LTD,5.0,
Microcap,Centrum,68,31,PURAVANKARA LTD,10.0,
Microcap,Centrum,68,31,TIME TECHNOPLAST LTD,7.0,
Microcap,Centrum,68,31,CARYSIL LTD,6.0,
Microcap,Centrum,68,31,VOLTAMP TRANSFORMERS LTD,5.0,
Microcap,Centrum,68,31,PRICOL LTD,5.0,
Multibagger,Centrum,69,31,TRENT LTD,7.0,
Multibagger,Centrum,69,31,TIME TECHNOPLAST LTD,6.0,
Multibagger,Centrum,69,31,APL APOLLO TUBES LTD,6.0,
Multibagger,Centrum,69,31,H G INFRA ENGINEERING LTD,6.0,
Multibagger,Centrum,69,31,CARYSIL LTD,5.0,
Flexicap,Centrum,70,31,TRENT LTD,7.0,
Flexicap,Centrum,70,31,HDFC BANK LTD,7.0,
Flexicap,Centrum,70,31,AEGIS LOGISTICS LTD,7.0,
Flexicap,Centrum,70,31,INTELLECT DESIGN ARENA LTD,6.0,
Flexicap,Centrum,70,31,ICICI BANK LTD,6.0,
Good To Great,Centrum,140,31,PURAVANKARA LTD,8.0,
Good To Great,Centrum,140,31,TRENT LTD,8.0,
Good To Great,Centrum,140,31,H G INFRA ENGINEERING LTD,5.0,
Good To Great,Centrum,140,31,APL APOLLO TUBES LTD,5.0,
Good To Great,Centrum,140,31,BRIGADE ENTERPRISES LTD,5.0,
Built To Last,Centrum,153,31,HDFC BANK LTD,11.0,
Built To Last,Centrum,153,31,RELIANCE INDUSTRIES LTD,9.0,
Built To Last,Centrum,153,31,ICICI BANK LTD,8.0,
Built To Last,Centrum,153,31,INFOSYS LTD,5.0,
Built To Last,Centrum,153,31,BHARAT ELECTRONICS LTD,4.0,
All Weather,Ckredence Wealth ,338,141,NIPPON INDIA ETF GOLD BEES,6.6,
All Weather,Ckredence Wealth ,338,141,ICICI BANK LTD.,6.01,
All Weather,Ckredence Wealth ,338,141,HDFC BANK LTD,4.37,
All Weather,Ckredence Wealth ,338,141,RELIANCE INDUSTRIES LTD.,4.0,
All Weather,Ckredence Wealth ,338,141,LAURUS LABS LTD,3.97,
Diversified,Ckredence Wealth ,339,141,HDFC BANK LTD.,6.39,
Diversified,Ckredence Wealth ,339,141,LAURUS LABS LIMITED,4.64,861.0
Diversified,Ckredence Wealth ,339,141,CANARA BANK,4.02,251.0
Diversified,Ckredence Wealth ,339,141,ANAND RATHI WEALTH LIMITE,3.96,
Diversified,Ckredence Wealth ,339,141,RELIANCE INDUSTRIES LTD.,3.82,
Legend,Concept Investwell,156,74,INFOSYS,10.0,
Legend,Concept Investwell,156,74,TITAN COMPANY,9.0,
Legend,Concept Investwell,156,74,ICICI BANK,7.0,
Legend,Concept Investwell,156,74,STATE BANK OF INDIA,7.0,1313.0
Legend,Concept Investwell,156,74,UNITED SPIRITS,6.5,
Marvel,Concept Investwell,157,74,HDFC LTD,10.0,
Marvel,Concept Investwell,157,74,TITAN COMPANY,8.5,
Marvel,Concept Investwell,157,74,ICICI BANK,8.0,
Marvel,Concept Investwell,157,74,SUPREME INDUSTRIES,8.0,
